whiskey_name,brand,type,age,abv,region,cask_type,bottling_type,retail_price_usd,is_limited_edition,release_year,average_rating,award_wins,rating_category,category
Buffalo Trace 27 Tequila Cask,Buffalo Trace,Japanese,27,45.7,Honshu,Tequila,Cask Strength,123.69,False,2018,93.0,1,High,Premium
Macallan 15 Port Cask,Macallan,Irish,15,52.2,Cork,Port,Cask Strength,249.9,False,1996,91.9,2,High,Exclusive
Highland Park 4 Sherry Cask,Highland Park,Rye,4,58.0,USA,Sherry,Blended,159.19,True,2020,86.0,0,Medium,Exclusive
Highland Park 4 Bourbon Cask,Highland Park,Irish,4,46.1,Cork,Bourbon,Cask Strength,160.91,False,2016,91.5,4,High,Exclusive
Jack Daniel's 20 Sherry Cask,Jack Daniel's,Bourbon,20,43.4,Kentucky,Sherry,Cask Strength,269.31,False,2022,91.5,1,High,Exclusive
Jameson 23 Tequila Cask,Jameson,Bourbon,23,52.9,Kentucky,Tequila,Blended,413.66,True,1991,93.8,2,High,Luxury
Ardbeg 22 Rum Cask,Ardbeg,Rye,22,55.0,Canada,Rum,Cask Strength,336.74,False,2023,91.6,0,High,Luxury
Glenfiddich NAS Sherry Cask,Glenfiddich,Bourbon,0,51.8,Tennessee,Sherry,Single Cask,470.25,False,2009,87.0,1,Medium,Luxury
Macallan 17 Port Cask,Macallan,Irish,17,56.0,Dublin,Port,Blended,28.82,True,1990,91.2,0,High,Basic
Jameson 29 Tequila Cask,Jameson,Japanese,29,59.2,Hokkaido,Tequila,Blended,439.63,False,2001,97.3,2,Excellent,Luxury
Yamazaki 5 Tequila Cask,Yamazaki,Scotch,5,48.5,Islay,Tequila,Single Malt,126.91,False,1992,84.6,0,Low,Premium
Yamazaki 23 Bourbon Cask,Yamazaki,Irish,23,40.7,Dublin,Bourbon,Single Malt,63.82,False,1995,95.8,2,Excellent,Standard
Jack Daniel's 30 Sherry Cask,Jack Daniel's,Rye,30,42.0,USA,Sherry,Cask Strength,129.6,False,2022,94.1,2,High,Exclusive
Highland Park 11 Port Cask,Highland Park,Rye,11,45.7,Canada,Port,Single Cask,307.2,True,2021,87.1,0,Medium,Luxury
Ardbeg 12 Port Cask,Ardbeg,Japanese,12,54.8,Hokkaido,Port,Cask Strength,443.05,False,2023,87.1,0,Medium,Luxury
Jack Daniel's 25 Rum Cask,Jack Daniel's,Japanese,25,40.3,Honshu,Rum,Cask Strength,469.4,False,1998,95.6,3,Excellent,Luxury
Highland Park 14 Wine Cask,Highland Park,Japanese,14,48.1,Hokkaido,Wine,Single Cask,67.61,False,2000,89.8,0,Medium,Standard
Ardbeg 9 Sherry Cask,Ardbeg,Japanese,9,50.5,Honshu,Sherry,Cask Strength,385.89,False,2018,90.5,0,High,Luxury
Highland Park 18 Tequila Cask,Highland Park,Bourbon,18,41.1,Kentucky,Tequila,Single Cask,570.87,False,1998,98.3,3,Excellent,Luxury
Ardbeg 12 Bourbon Cask,Ardbeg,Irish,12,59.7,Dublin,Bourbon,Single Malt,337.35,False,2014,93.8,3,High,Luxury
Yamazaki 4 Rum Cask,Yamazaki,Irish,4,44.4,Dublin,Rum,Cask Strength,74.77,False,2008,85.9,1,Medium,Standard
Glenfiddich 14 Bourbon Cask,Glenfiddich,Irish,14,44.4,Dublin,Bourbon,Single Cask,365.93,False,2000,92.9,4,High,Luxury
Balvenie 26 Wine Cask,Balvenie,Bourbon,26,59.3,Kentucky,Wine,Cask Strength,462.1,True,2000,99.4,4,Excellent,Luxury
Balvenie 20 Rum Cask,Balvenie,Scotch,20,47.7,Islay,Rum,Blended,83.75,False,2003,94.8,2,High,Standard
Lagavulin 10 Rum Cask,Lagavulin,Rye,10,55.1,Canada,Rum,Blended,302.06,False,2010,88.2,0,Medium,Luxury
Yamazaki 20 Rum Cask,Yamazaki,Scotch,20,57.8,Highlands,Rum,Cask Strength,269.87,True,2005,93.2,2,High,Exclusive
Highland Park 6 Wine Cask,Highland Park,Scotch,6,40.7,Lowlands,Wine,Single Malt,493.44,False,2002,89.0,2,Medium,Luxury
Jack Daniel's 8 Wine Cask,Jack Daniel's,Scotch,8,47.8,Highlands,Wine,Blended,320.66,True,2010,85.7,0,Medium,Luxury
Glenfiddich 29 Bourbon Cask,Glenfiddich,Scotch,29,53.2,Lowlands,Bourbon,Single Malt,456.98,True,2019,99.9,3,Excellent,Luxury
Jameson 22 Tequila Cask,Jameson,Scotch,22,41.2,Islay,Tequila,Single Cask,304.7,False,2012,92.7,1,High,Luxury
Glenfiddich 26 Sherry Cask,Glenfiddich,Japanese,26,49.7,Honshu,Sherry,Blended,329.5,False,1994,96.3,1,Excellent,Luxury
Glenfiddich 16 Tequila Cask,Glenfiddich,Bourbon,16,46.4,Tennessee,Tequila,Cask Strength,402.18,False,2008,92.5,3,High,Luxury
Jameson 12 Sherry Cask,Jameson,Japanese,12,58.2,Hokkaido,Sherry,Cask Strength,125.0,False,2014,90.6,0,High,Premium
Balvenie 18 Wine Cask,Balvenie,Irish,18,58.8,Dublin,Wine,Cask Strength,443.24,False,1992,95.0,3,Excellent,Luxury
Yamazaki 30 Sherry Cask,Yamazaki,Japanese,30,56.8,Honshu,Sherry,Single Cask,470.79,False,2023,92.7,0,High,Luxury
Highland Park 22 Bourbon Cask,Highland Park,Rye,22,42.7,USA,Bourbon,Single Malt,431.38,False,2021,93.5,0,High,Luxury
Macallan 9 Wine Cask,Macallan,Scotch,9,58.9,Speyside,Wine,Cask Strength,154.54,False,2015,90.2,1,High,Exclusive
Jack Daniel's 28 Wine Cask,Jack Daniel's,Bourbon,28,49.1,Kentucky,Wine,Cask Strength,414.68,True,2006,94.5,1,High,Luxury
Buffalo Trace 10 Rum Cask,Buffalo Trace,Scotch,10,48.1,Lowlands,Rum,Blended,60.56,False,1999,89.0,1,Medium,Standard
Glenfiddich 50 Tequila Cask,Glenfiddich,Bourbon,50,30.8,Unknown,Tequila,Single Malt,397.88,False,2023,105.0,3,Excellent,Luxury
Macallan 20 Bourbon Cask,Macallan,Irish,20,57.1,Dublin,Bourbon,Cask Strength,510.5,False,2019,93.0,1,High,Luxury
Glenfiddich 23 Wine Cask,Glenfiddich,Bourbon,23,55.3,Tennessee,Wine,Cask Strength,274.31,False,2000,92.5,0,High,Exclusive
Jameson 3 Wine Cask,Jameson,Scotch,3,45.4,Highlands,Wine,Single Malt,540.51,False,2022,87.5,2,Medium,Luxury
Macallan 30 Tequila Cask,Macallan,Scotch,30,59.8,Highlands,Tequila,Cask Strength,352.45,False,2017,96.1,2,Excellent,Luxury
Balvenie 28 Tequila Cask,Balvenie,Rye,28,58.9,USA,Tequila,Single Malt,87.6,True,2015,93.5,0,High,Standard
Ardbeg 11 Wine Cask,Ardbeg,Irish,11,57.9,Dublin,Wine,Single Cask,296.3,False,1999,91.5,3,High,Luxury
Balvenie 13 Tequila Cask,Balvenie,Japanese,13,52.3,Hokkaido,Tequila,Single Cask,196.67,False,1992,89.1,1,Medium,Exclusive
Buffalo Trace 14 Rum Cask,Buffalo Trace,Japanese,14,58.4,Hokkaido,Rum,Cask Strength,202.02,False,2008,89.8,1,Medium,Exclusive
Ardbeg 25 Tequila Cask,Ardbeg,Scotch,25,52.0,Highlands,Tequila,Cask Strength,106.53,False,2010,94.0,1,High,Premium
Lagavulin 22 Wine Cask,Lagavulin,Bourbon,22,43.3,Tennessee,Wine,Cask Strength,384.94,False,2017,96.6,2,Excellent,Luxury
Macallan 30 Wine Cask,Macallan,Scotch,30,42.7,Islay,Wine,Blended,296.3,False,1990,95.6,0,Excellent,Luxury
Buffalo Trace 28 Bourbon Cask,Buffalo Trace,Rye,28,44.9,USA,Bourbon,Blended,59.63,False,2001,94.7,1,High,Standard
Ardbeg 26 Rum Cask,Ardbeg,Japanese,26,43.6,Honshu,Rum,Blended,527.65,True,2010,99.1,4,Excellent,Luxury
Lagavulin 17 Wine Cask,Lagavulin,Japanese,17,48.4,Honshu,Wine,Single Cask,413.88,True,2017,92.0,2,High,Luxury
Highland Park 15 Bourbon Cask,Highland Park,Bourbon,15,54.3,Kentucky,Bourbon,Single Cask,336.33,False,1998,90.5,2,High,Luxury
Lagavulin NAS Port Cask,Lagavulin,Rye,0,52.7,USA,Port,Single Cask,489.56,False,1998,87.1,3,Medium,Luxury
Yamazaki 30 Port Cask,Yamazaki,Rye,30,59.9,USA,Port,Blended,111.32,False,2024,99.9,4,Excellent,Premium
Balvenie 13 Rum Cask,Balvenie,Irish,13,46.5,Cork,Rum,Single Cask,593.22,False,2019,94.7,5,High,Luxury
Jameson 23 Sherry Cask,Jameson,Bourbon,23,56.6,Tennessee,Sherry,Cask Strength,365.36,False,1999,92.4,2,High,Luxury
Highland Park 30 Wine Cask,Highland Park,Rye,30,54.7,Canada,Wine,Single Malt,174.47,False,2002,95.1,0,Excellent,Exclusive
Highland Park 30 Bourbon Cask,Highland Park,Irish,30,56.9,Dublin,Bourbon,Cask Strength,311.66,False,1990,95.5,0,Excellent,Luxury
Jack Daniel's 27 Wine Cask,Jack Daniel's,Japanese,27,50.6,Hokkaido,Wine,Single Malt,235.83,False,2008,94.5,1,High,Exclusive
Balvenie 18 Port Cask,Balvenie,Irish,18,59.0,Cork,Port,Single Malt,429.2,False,1996,90.4,1,High,Luxury
Highland Park 20 Bourbon Cask,Highland Park,Scotch,20,59.3,Lowlands,Bourbon,Blended,589.66,False,2023,92.4,1,High,Luxury
Jack Daniel's 29 Port Cask,Jack Daniel's,Rye,29,41.9,Canada,Port,Cask Strength,372.85,True,2010,95.5,0,Excellent,Luxury
Lagavulin 30 Rum Cask,Lagavulin,Rye,30,46.3,Canada,Rum,Single Malt,267.08,False,2021,95.0,1,Excellent,Exclusive
Jack Daniel's 4 Tequila Cask,Jack Daniel's,Scotch,4,54.8,Islay,Tequila,Single Malt,194.23,False,1993,87.3,0,Medium,Exclusive
Jack Daniel's 25 Wine Cask,Jack Daniel's,Scotch,25,49.8,Islay,Wine,Single Malt,248.52,False,2006,94.8,2,High,Exclusive
Yamazaki 15 Port Cask,Yamazaki,Scotch,15,51.5,Islay,Port,Blended,407.06,False,2013,88.1,0,Medium,Luxury
Glenfiddich 12 Sherry Cask,Glenfiddich,Irish,12,58.8,Cork,Sherry,Single Cask,31.53,False,2011,87.4,1,Medium,Basic
Jameson 12 Tequila Cask,Jameson,Scotch,12,46.2,Speyside,Tequila,Single Malt,427.08,False,2017,91.4,2,High,Luxury
Balvenie 18 Rum Cask,Balvenie,Rye,18,58.2,USA,Rum,Single Cask,408.1,False,2019,91.9,1,High,Luxury
Yamazaki 17 Rum Cask,Yamazaki,Irish,17,59.3,Cork,Rum,Blended,493.06,False,2000,89.6,1,Medium,Luxury
Balvenie 30 Wine Cask,Balvenie,Japanese,30,59.6,Honshu,Wine,Blended,184.37,False,2024,95.0,0,Excellent,Exclusive
Balvenie 20 Tequila Cask,Balvenie,Japanese,20,40.3,Honshu,Tequila,Single Malt,504.64,True,2001,94.9,3,High,Luxury
Macallan 26 Wine Cask,Macallan,Scotch,26,40.7,Lowlands,Wine,Single Cask,310.16,False,2011,97.4,4,Excellent,Luxury
Lagavulin 12 Port Cask,Lagavulin,Japanese,12,50.7,Hokkaido,Port,Cask Strength,492.11,False,1995,96.4,6,Excellent,Luxury
Highland Park 15 Rum Cask,Highland Park,Bourbon,15,46.1,Kentucky,Rum,Cask Strength,51.82,False,2010,93.0,1,High,Standard
Lagavulin 19 Port Cask,Lagavulin,Scotch,19,54.2,Highlands,Port,Single Malt,437.31,False,2016,93.3,2,High,Luxury
Glenfiddich 10 Wine Cask,Glenfiddich,Japanese,10,51.5,Honshu,Wine,Single Malt,144.65,False,2023,89.0,0,Medium,Exclusive
Ardbeg NAS Rum Cask,Ardbeg,Irish,0,45.4,Dublin,Rum,Single Cask,357.81,False,2024,86.5,2,Medium,Luxury
Buffalo Trace 5 Tequila Cask,Buffalo Trace,Irish,5,53.8,Dublin,Tequila,Single Cask,353.71,False,2012,86.1,0,Medium,Luxury
Yamazaki 15 Wine Cask,Yamazaki,Rye,15,48.9,USA,Wine,Blended,185.52,False,2012,90.5,2,High,Exclusive
Glenfiddich 26 Tequila Cask,Glenfiddich,Scotch,26,48.9,Lowlands,Tequila,Single Cask,291.37,True,2003,96.7,3,Excellent,Luxury
Balvenie 22 Tequila Cask,Balvenie,Scotch,22,58.0,Speyside,Tequila,Single Malt,205.63,False,1990,95.1,3,Excellent,Exclusive
Lagavulin 4 Port Cask,Lagavulin,Scotch,4,41.6,Islay,Port,Single Malt,415.71,False,2007,90.6,2,High,Luxury
Buffalo Trace 15 Port Cask,Buffalo Trace,Rye,15,47.5,USA,Port,Single Malt,151.39,True,1991,90.4,1,High,Exclusive
Yamazaki 5 Port Cask,Yamazaki,Japanese,5,55.7,Honshu,Port,Cask Strength,216.81,False,2018,90.0,1,High,Exclusive
Glenfiddich 13 Wine Cask,Glenfiddich,Irish,13,47.9,Cork,Wine,Single Cask,480.47,False,1992,92.1,4,High,Luxury
Buffalo Trace 11 Bourbon Cask,Buffalo Trace,Rye,11,55.4,USA,Bourbon,Blended,340.63,False,2001,90.9,2,High,Luxury
Jack Daniel's 16 Sherry Cask,Jack Daniel's,Irish,16,50.7,Dublin,Sherry,Single Cask,354.38,False,2010,91.2,2,High,Luxury
Ardbeg 27 Sherry Cask,Ardbeg,Japanese,27,45.1,Honshu,Sherry,Cask Strength,101.66,False,2005,97.2,1,Excellent,Premium
Balvenie 15 Rum Cask,Balvenie,Irish,15,54.7,Cork,Rum,Single Cask,35.56,False,2011,96.5,4,Excellent,Basic
Yamazaki 10 Bourbon Cask,Yamazaki,Japanese,10,45.6,Hokkaido,Bourbon,Blended,136.55,False,2021,89.8,2,Medium,Exclusive
Balvenie 3 Bourbon Cask,Balvenie,Scotch,3,51.3,Speyside,Bourbon,Single Cask,374.26,False,1998,88.5,1,Medium,Luxury
Glenfiddich 25 Wine Cask,Glenfiddich,Irish,25,52.8,Cork,Wine,Single Cask,395.17,False,2016,95.5,2,Excellent,Luxury
Lagavulin 5 Tequila Cask,Lagavulin,Rye,5,56.8,Canada,Tequila,Single Cask,276.83,False,2012,87.8,2,Medium,Exclusive
Ardbeg 6 Port Cask,Ardbeg,Irish,6,55.4,Cork,Port,Single Cask,233.39,False,1998,87.9,0,Medium,Exclusive
Macallan 18 Tequila Cask,Macallan,Irish,18,51.5,Cork,Tequila,Single Malt,183.9,False,2001,91.0,1,High,Exclusive
Buffalo Trace 28 Wine Cask,Buffalo Trace,Irish,28,46.3,Cork,Wine,Blended,414.74,False,2000,93.8,0,High,Luxury
Highland Park 15 Sherry Cask,Highland Park,Rye,15,47.6,USA,Sherry,Single Cask,452.69,False,2006,93.3,1,High,Luxury
Highland Park 26 Tequila Cask,Highland Park,Japanese,26,53.2,Honshu,Tequila,Blended,328.99,False,2004,94.6,1,High,Luxury
Jack Daniel's 5 Wine Cask,Jack Daniel's,Scotch,5,44.5,Speyside,Wine,Blended,175.61,True,2014,85.9,2,Medium,Exclusive
Glenfiddich 20 Bourbon Cask,Glenfiddich,Bourbon,20,48.5,Kentucky,Bourbon,Single Cask,285.74,False,2022,93.4,2,High,Luxury
Jack Daniel's 13 Bourbon Cask,Jack Daniel's,Scotch,13,57.1,Speyside,Bourbon,Cask Strength,405.42,False,2006,90.7,0,High,Luxury
Jack Daniel's 22 Port Cask,Jack Daniel's,Irish,22,47.9,Cork,Port,Single Cask,336.95,False,2011,93.6,1,High,Luxury
Jameson 13 Wine Cask,Jameson,Rye,13,57.9,USA,Wine,Single Cask,452.1,False,2019,91.6,3,High,Luxury
Balvenie 30 Rum Cask,Balvenie,Rye,30,43.6,USA,Rum,Cask Strength,308.69,False,2025,96.4,0,Excellent,Luxury
Ardbeg 24 Port Cask,Ardbeg,Rye,24,59.4,Canada,Port,Single Cask,79.93,True,2023,93.3,0,High,Standard
Ardbeg 14 Bourbon Cask,Ardbeg,Japanese,14,49.1,Hokkaido,Bourbon,Single Malt,296.06,True,1990,89.7,0,Medium,Luxury
Buffalo Trace 19 Tequila Cask,Buffalo Trace,Bourbon,19,47.3,Tennessee,Tequila,Cask Strength,176.45,False,2015,95.6,2,Excellent,Exclusive
Yamazaki 6 Wine Cask,Yamazaki,Japanese,6,45.0,Honshu,Wine,Single Malt,101.62,True,2022,88.1,2,Medium,Premium
Highland Park 27 Port Cask,Highland Park,Bourbon,27,58.5,Kentucky,Port,Single Malt,312.86,False,2005,98.7,2,Excellent,Luxury
Jameson 18 Port Cask,Jameson,Rye,18,49.4,Canada,Port,Blended,66.01,False,1994,95.2,2,Excellent,Standard
Highland Park 18 Wine Cask,Highland Park,Irish,18,40.1,Dublin,Wine,Single Cask,433.15,False,2003,92.2,1,High,Luxury
Macallan 3 Port Cask,Macallan,Japanese,3,49.1,Honshu,Port,Blended,178.34,False,1992,84.3,2,Low,Exclusive
Buffalo Trace 23 Wine Cask,Buffalo Trace,Japanese,23,58.4,Hokkaido,Wine,Blended,350.34,True,2014,94.2,2,High,Luxury
Yamazaki 17 Port Cask,Yamazaki,Japanese,17,49.2,Hokkaido,Port,Blended,405.43,False,2012,92.7,2,High,Luxury
Macallan 15 Rum Cask,Macallan,Japanese,15,59.9,Honshu,Rum,Cask Strength,46.02,False,2016,90.8,2,High,Basic
Highland Park 27 Port Cask,Highland Park,Irish,27,49.0,Dublin,Port,Single Malt,373.94,False,2017,96.3,1,Excellent,Luxury
Buffalo Trace 3 Bourbon Cask,Buffalo Trace,Irish,3,59.7,Cork,Bourbon,Cask Strength,304.3,False,1999,88.4,4,Medium,Luxury
Jack Daniel's 29 Sherry Cask,Jack Daniel's,Japanese,29,47.8,Honshu,Sherry,Single Malt,342.88,False,2025,95.8,0,Excellent,Luxury
Lagavulin 12 Wine Cask,Lagavulin,Rye,12,58.7,Canada,Wine,Single Cask,243.5,False,2021,90.7,1,High,Exclusive
Macallan 16 Rum Cask,Macallan,Bourbon,16,41.0,Kentucky,Rum,Blended,115.14,False,2023,91.3,1,High,Premium
Glenfiddich 21 Wine Cask,Glenfiddich,Scotch,21,46.5,Speyside,Wine,Single Cask,402.05,True,1995,95.4,3,Excellent,Luxury
Jameson 27 Rum Cask,Jameson,Scotch,27,52.8,Islay,Rum,Single Cask,368.19,False,2004,93.2,2,High,Luxury
Macallan 23 Port Cask,Macallan,Japanese,23,42.6,Hokkaido,Port,Cask Strength,306.13,False,2011,93.2,0,High,Luxury
Macallan 3 Tequila Cask,Macallan,Rye,3,50.1,USA,Tequila,Cask Strength,96.1,False,1998,87.7,1,Medium,Premium
Macallan 30 Port Cask,Macallan,Rye,30,41.7,Canada,Port,Single Cask,176.5,False,2006,96.1,2,Excellent,Exclusive
Buffalo Trace 24 Port Cask,Buffalo Trace,Scotch,24,59.1,Speyside,Port,Single Malt,442.52,False,2008,95.4,0,Excellent,Luxury
Jameson 22 Tequila Cask,Jameson,Bourbon,22,49.6,Kentucky,Tequila,Single Cask,253.79,True,1996,92.4,3,High,Exclusive
Buffalo Trace 16 Wine Cask,Buffalo Trace,Bourbon,16,44.5,Kentucky,Wine,Cask Strength,322.94,False,2004,92.2,1,High,Luxury
Jack Daniel's 15 Port Cask,Jack Daniel's,Rye,15,48.1,Canada,Port,Cask Strength,244.11,False,2022,92.3,3,High,Exclusive
Glenfiddich NAS Wine Cask,Glenfiddich,Japanese,0,41.6,Honshu,Wine,Blended,404.96,False,2025,87.7,2,Medium,Luxury
Lagavulin 3 Sherry Cask,Lagavulin,Rye,3,45.3,USA,Sherry,Single Malt,58.05,False,2020,88.6,2,Medium,Standard
Jack Daniel's 20 Bourbon Cask,Jack Daniel's,Scotch,20,47.3,Highlands,Bourbon,Single Malt,159.0,False,1991,93.3,2,High,Exclusive
Highland Park 22 Sherry Cask,Highland Park,Bourbon,22,42.6,Tennessee,Sherry,Single Malt,205.39,False,2001,93.2,1,High,Exclusive
Balvenie 17 Sherry Cask,Balvenie,Bourbon,17,42.1,Kentucky,Sherry,Cask Strength,350.43,False,1991,92.1,1,High,Luxury
Glenfiddich 27 Sherry Cask,Glenfiddich,Rye,27,40.5,Canada,Sherry,Single Malt,267.06,False,1998,100.1,4,Excellent,Exclusive
Jameson 4 Sherry Cask,Jameson,Scotch,4,47.7,Highlands,Sherry,Blended,432.28,False,2002,87.8,1,Medium,Luxury
Glenfiddich NAS Tequila Cask,Glenfiddich,Japanese,0,59.2,Honshu,Tequila,Single Malt,404.44,False,2005,86.0,4,Medium,Luxury
Macallan 10 Port Cask,Macallan,Rye,10,53.2,Canada,Port,Cask Strength,364.81,True,2008,91.9,1,High,Luxury
Highland Park 22 Tequila Cask,Highland Park,Bourbon,22,42.8,Kentucky,Tequila,Single Malt,194.33,False,1998,92.9,1,High,Exclusive
Jameson 28 Sherry Cask,Jameson,Irish,28,44.7,Dublin,Sherry,Single Cask,393.41,False,2000,99.6,1,Excellent,Luxury
Macallan 24 Sherry Cask,Macallan,Japanese,24,40.5,Honshu,Sherry,Single Malt,89.43,False,2008,90.8,1,High,Premium
Macallan 11 Rum Cask,Macallan,Scotch,11,55.4,Lowlands,Rum,Cask Strength,53.25,False,2025,90.8,0,High,Standard
Highland Park 18 Tequila Cask,Highland Park,Bourbon,18,49.6,Kentucky,Tequila,Blended,153.04,False,2006,93.7,1,High,Exclusive
Ardbeg 3 Bourbon Cask,Ardbeg,Irish,3,41.4,Dublin,Bourbon,Single Malt,37.31,False,2023,87.4,1,Medium,Basic
Balvenie 23 Wine Cask,Balvenie,Bourbon,23,46.2,Tennessee,Wine,Single Malt,355.24,False,1994,93.8,3,High,Luxury
Lagavulin 7 Bourbon Cask,Lagavulin,Scotch,7,53.6,Speyside,Bourbon,Blended,243.13,False,1993,90.4,3,High,Exclusive
Balvenie 4 Sherry Cask,Balvenie,Bourbon,4,54.1,Kentucky,Sherry,Single Malt,391.21,False,2013,88.3,0,Medium,Luxury
Balvenie 21 Sherry Cask,Balvenie,Irish,21,48.3,Dublin,Sherry,Single Malt,69.38,True,1994,91.2,0,High,Standard
Balvenie 28 Bourbon Cask,Balvenie,Japanese,28,56.4,Honshu,Bourbon,Single Malt,375.66,False,1990,97.3,1,Excellent,Luxury
Ardbeg 11 Tequila Cask,Ardbeg,Rye,11,40.3,USA,Tequila,Blended,143.04,False,2008,91.2,1,High,Exclusive
Jack Daniel's NAS Port Cask,Jack Daniel's,Irish,0,59.9,Cork,Port,Single Cask,322.66,False,2019,86.7,3,Medium,Luxury
Balvenie 11 Tequila Cask,Balvenie,Scotch,11,55.5,Lowlands,Tequila,Blended,100.78,False,2024,91.5,1,High,Premium
Glenfiddich NAS Wine Cask,Glenfiddich,Scotch,0,44.5,Lowlands,Wine,Cask Strength,287.37,False,2000,86.8,3,Medium,Luxury
Balvenie 10 Wine Cask,Balvenie,Rye,10,46.1,USA,Wine,Single Cask,232.63,False,2022,88.9,2,Medium,Exclusive
Yamazaki 22 Tequila Cask,Yamazaki,Rye,22,56.1,Canada,Tequila,Single Malt,147.79,False,2024,94.8,2,High,Exclusive
Lagavulin NAS Sherry Cask,Lagavulin,Irish,0,50.6,Cork,Sherry,Cask Strength,196.84,True,1994,85.3,0,Medium,Exclusive
Ardbeg 19 Wine Cask,Ardbeg,Rye,19,59.1,USA,Wine,Single Malt,27.01,False,2016,96.5,3,Excellent,Basic
Ardbeg 19 Bourbon Cask,Ardbeg,Irish,19,51.9,Dublin,Bourbon,Single Malt,107.29,False,2023,92.4,1,High,Premium
Lagavulin 16 Port Cask,Lagavulin,Japanese,16,50.3,Honshu,Port,Single Cask,50.19,True,1997,92.1,1,High,Standard
Balvenie 11 Wine Cask,Balvenie,Bourbon,11,40.7,Kentucky,Wine,Single Malt,466.72,False,2000,90.8,2,High,Luxury
Macallan 28 Rum Cask,Macallan,Japanese,28,43.9,Honshu,Rum,Single Malt,403.47,False,2003,95.6,0,Excellent,Luxury
Highland Park 22 Port Cask,Highland Park,Japanese,22,43.6,Honshu,Port,Single Malt,365.72,False,1996,91.6,0,High,Luxury
Balvenie 21 Wine Cask,Balvenie,Scotch,21,52.1,Speyside,Wine,Single Cask,372.72,False,1994,92.8,0,High,Luxury
Jameson 18 Sherry Cask,Jameson,Irish,18,47.7,Dublin,Sherry,Cask Strength,239.67,False,2015,91.7,1,High,Exclusive
Lagavulin 23 Tequila Cask,Lagavulin,Irish,23,44.5,Dublin,Tequila,Single Cask,372.89,True,1991,93.2,3,High,Luxury
Macallan 10 Rum Cask,Macallan,Bourbon,10,52.6,Tennessee,Rum,Single Malt,374.92,True,2008,89.9,2,Medium,Luxury
Macallan 24 Sherry Cask,Macallan,Scotch,24,56.8,Highlands,Sherry,Single Malt,498.74,False,2010,95.7,3,Excellent,Luxury
Macallan 26 Tequila Cask,Macallan,Bourbon,26,40.9,Tennessee,Tequila,Cask Strength,128.82,False,2023,96.2,1,Excellent,Luxury
Buffalo Trace 10 Wine Cask,Buffalo Trace,Rye,10,53.1,USA,Wine,Blended,28.53,True,2007,91.0,3,High,Basic
Macallan 3 Sherry Cask,Macallan,Scotch,3,52.7,Islay,Sherry,Single Cask,88.87,False,2016,88.9,2,Medium,Luxury
Balvenie 18 Port Cask,Balvenie,Japanese,18,53.8,Hokkaido,Port,Single Malt,231.93,False,2011,92.2,0,High,Exclusive
Ardbeg 28 Bourbon Cask,Ardbeg,Rye,28,43.2,USA,Bourbon,Single Cask,147.76,False,2022,94.1,2,High,Exclusive
Yamazaki 10 Tequila Cask,Yamazaki,Scotch,10,54.2,Islay,Tequila,Cask Strength,401.09,False,2001,88.5,1,Medium,Luxury
Ardbeg 23 Port Cask,Ardbeg,Japanese,23,43.2,Honshu,Port,Single Cask,352.02,False,2023,97.2,1,Excellent,Luxury
Jameson 12 Wine Cask,Jameson,Irish,12,50.8,Cork,Wine,Single Cask,494.59,False,1992,90.0,0,High,Luxury
Macallan 20 Port Cask,Macallan,Scotch,20,51.0,Islay,Port,Cask Strength,432.02,False,2005,93.1,2,High,Luxury
Glenfiddich 50 Tequila Cask,Glenfiddich,Japanese,50,51.4,Unknown,Tequila,Single Malt,315.37,True,2017,102.1,1,Excellent,Luxury
Balvenie 10 Port Cask,Balvenie,Bourbon,10,55.6,Tennessee,Port,Single Cask,39.13,False,2001,88.7,0,Medium,Basic
Lagavulin 16 Port Cask,Lagavulin,Japanese,16,44.7,Honshu,Port,Blended,267.71,False,2016,90.2,0,High,Exclusive
Lagavulin 8 Sherry Cask,Lagavulin,Rye,8,59.3,Canada,Sherry,Blended,279.39,False,2023,88.0,1,Medium,Luxury
Glenfiddich NAS Port Cask,Glenfiddich,Irish,0,59.7,Cork,Port,Cask Strength,67.52,False,2018,87.9,2,Medium,Standard
Ardbeg 30 Rum Cask,Ardbeg,Scotch,30,60.0,Speyside,Rum,Single Malt,344.68,False,1998,95.0,1,Excellent,Luxury
Yamazaki 30 Bourbon Cask,Yamazaki,Irish,30,42.7,Cork,Bourbon,Single Malt,400.32,False,2001,95.5,0,Excellent,Luxury
Jameson 19 Sherry Cask,Jameson,Rye,19,59.2,USA,Sherry,Single Cask,136.14,False,1995,94.2,4,High,Exclusive
Macallan 8 Sherry Cask,Macallan,Irish,8,60.0,Dublin,Sherry,Single Malt,429.52,False,2011,88.2,0,Medium,Luxury
Buffalo Trace 24 Bourbon Cask,Buffalo Trace,Irish,24,44.7,Cork,Bourbon,Cask Strength,77.66,False,2018,91.1,0,High,Standard
Buffalo Trace 30 Port Cask,Buffalo Trace,Bourbon,30,42.0,Tennessee,Port,Single Malt,448.06,False,2015,99.6,2,Excellent,Luxury
Jameson NAS Tequila Cask,Jameson,Irish,0,38.5,Unknown,Tequila,Single Malt,187.12,False,2021,82.9,0,Low,Exclusive
Highland Park 25 Rum Cask,Highland Park,Scotch,25,59.4,Speyside,Rum,Single Malt,152.56,False,1997,92.6,0,High,Exclusive
